Humidity Level,Temperature,Time of Day,Luring Success,Time Spent Hunting,Prey Size,Ambush,Food Availability,Predator Presence,Is Competition,Hunting Success
0.46,28.25,Evening,False,1.24,3.54,True,High,False,False,1
0.32,21.73,Morning,False,1.46,8.93,True,High,True,False,0
0.53,27.87,Afternoon,True,1.05,2.13,False,High,True,True,1
0.48,21.81,Morning,False,3.67,8.61,True,,True,False,1
0.87,32.77,Morning,True,6.407435878087835,5.87,False,Medium,True,True,0
0.47,28.64,Morning,False,0.49,7.74,False,,,True,0
0.63,24.79,Morning,False,2.34,8.3,True,Medium,,True,1
0.46,32.61,Evening,False,3.58,9.08,True,Low,False,False,1
0.7,34.54,Afternoon,True,2.73,6.16,False,Medium,True,,1
0.9,29.4,Morning,True,4.75,4.25,False,High,False,True,1
0.64,28.14,Evening,True,1.02,2.4,False,Low,False,False,1
0.31,30.33,Evening,True,4.86,4.07,True,Medium,,False,0
0.44,24.28,Afternoon,False,1.03,5.63,False,,False,,0
0.52,23.28,Afternoon,False,2.52,5.48,False,Low,,True,1
0.88,33.47,Evening,True,4.68,2.51,True,Medium,True,True,0
0.4,33.55,Afternoon,True,2.76,1.63,False,Low,False,True,0
0.58,33.04,Evening,False,4.68,5.99,True,Medium,False,False,1
0.3,21.34,Afternoon,True,3.26,7.87,False,Medium,True,True,0
0.79,34.08,Afternoon,False,1.45,7.49,True,Medium,,False,0
0.42,30.55,Evening,False,3.71,1.32,True,,False,True,0
0.32,27.14,Evening,False,2.25,7.86,True,,False,True,1
0.8,31.86,Evening,False,4.24,6.6,False,Low,,True,0
0.48,30.45,Afternoon,False,3.68,9.55,False,Medium,False,False,0
0.65,20.85,Afternoon,True,2.08,2.51,False,Low,True,True,1
0.45,28.8,Evening,True,4.6,3.93,True,Medium,False,True,0
0.36,24.67,Morning,True,1.49,5.17,True,Medium,True,True,0
0.52,34.7,Evening,False,2.48,7.15,False,Low,False,False,1
0.69,30.17,Evening,True,0.68,3.86,True,Medium,True,True,1
0.31,22.28,Evening,True,2.56,2.98,True,Low,True,False,0
0.49,25.0,Morning,False,4.02,3.3,False,High,True,False,0
0.87,28.04,Morning,True,1.83,3.78,True,Medium,False,True,1
0.86,21.92,Morning,False,3.03,9.11,False,Low,False,True,0
0.69,29.25,Evening,False,2.87,3.96,True,High,True,False,1
0.79,29.77,Evening,True,2.97,6.92,True,Low,False,False,1
0.3,31.2,Morning,True,1.291755866790474,8.469009080072814,True,High,False,False,1
0.75,30.84,Morning,True,2.77,5.92,True,High,True,False,1
0.5,32.66,Morning,False,1.39,7.27,True,Low,True,False,1
0.66,26.04,Afternoon,False,1.21,8.38,True,,False,,1
0.54,31.65,Evening,True,1.41,8.73,True,Medium,True,True,1
0.42,23.27,Morning,False,2.21,6.46,False,Medium,False,True,0
0.79,23.92,Morning,False,1.25,8.75,True,Low,False,False,0
0.81,29.26,Morning,True,3.11,7.71,True,Medium,False,False,1
0.56,26.05,Evening,False,3.85,2.16,False,Medium,True,True,1
0.53,23.31,Evening,True,2.06,9.17,True,Low,True,False,1
0.37,34.99,Evening,True,3.31,3.33,False,Low,False,True,0
0.62,20.07,Evening,True,2.66,8.2,False,Low,True,False,1
0.45,28.22,Morning,False,2.18,5.62,True,High,False,False,1
0.54,24.93,Morning,False,3.86,9.44,False,Medium,True,True,1
0.61,34.26,Evening,False,1.89,3.64,False,Low,True,True,1
0.63,32.17,Morning,False,1.864401981584823,4.700618478366841,True,Medium,False,False,1
0.66,26.55,Morning,True,0.86,7.95,False,,True,False,1
0.81,20.16,Evening,True,4.58,9.68,True,Medium,False,True,1
0.51,20.96,Evening,False,2.092334924760137,4.23,True,Low,True,False,1
0.68,34.68,Evening,True,2.51,2.69,True,Medium,True,False,1
0.46,34.7,Morning,False,4.67,6.54,True,Low,False,False,1
0.6,33.6,Evening,True,0.75,6.35,False,Medium,,True,1
0.55,26.69,Evening,False,3.82,3.42,False,Low,False,True,1
0.43,21.85,Morning,True,1.22,9.77,True,High,False,False,1
0.49,24.76,Afternoon,False,4.18,3.28,False,Low,False,False,0
0.65,34.85,Evening,True,3.64,2.05,True,High,False,True,1
0.84,20.74,Evening,True,4.37,3.75,False,Low,True,,0
0.87,32.43,Evening,False,1.87,8.04,False,High,False,False,1
0.88,34.42,Evening,False,0.96,4.15,True,High,True,True,0
0.54,23.89,Evening,False,1.68,2.78,False,Low,,False,1
0.39,27.36,Evening,True,4.71,6.36,True,Medium,True,,1
0.85,28.88,Afternoon,False,4.15,7.49,True,Low,True,True,1
0.87,27.19,Afternoon,True,3.82,7.13,True,High,False,False,1
0.37,26.2,Afternoon,False,1.16,7.53,False,,False,True,0
0.46,28.83,Evening,False,2.92,9.11,False,High,False,True,0
0.87,29.32,Evening,False,2.91,6.42,True,High,True,True,1
0.47,33.66,Afternoon,True,1.55,2.83,True,High,True,False,0
0.54,32.76,Evening,True,4.58,2.44,False,High,False,True,1
0.79,34.85,Morning,True,3.69,7.69,False,High,True,False,0
0.67,20.22,Evening,True,1.8,8.56,False,,True,False,1
0.49,31.1,Evening,False,3.48,9.06,True,Medium,True,True,1
0.76,26.02,Morning,True,4.170434376444288,3.97,True,Low,False,False,1
0.75,21.83,Morning,True,4.03,3.8842663764720977,False,High,False,True,0
0.66,30.14,Evening,True,1.68,3.52,True,Medium,False,False,1
0.72,23.84,Evening,True,2.96,3.7817928503737823,False,High,,True,0
0.76,23.69,Afternoon,False,4.75,1.63,False,High,False,True,0
0.69,26.34,Morning,False,2.39,8.69,True,Low,False,True,1
0.35,24.12,Afternoon,True,0.78,1.23,True,Low,True,True,0
0.37,25.77,Evening,True,4.02,6.22,False,Medium,False,False,0
0.3,24.58,Evening,True,4.28,6.6,True,Medium,True,False,1
0.38,23.09,Morning,False,6.607313686763297,7.85,True,High,True,False,1
0.69,23.31,Morning,False,1.19,2.55,False,Low,False,True,1
0.45,25.55,Morning,False,4.37,2.08,False,Medium,True,False,0
0.66,23.94,Evening,False,2.54,5.2,True,High,False,False,1
0.3,23.62,Evening,True,0.53,9.28,False,High,,False,1
0.74,21.95,Morning,True,1.25,3.21,False,High,False,True,0
0.75,25.63,Afternoon,True,1.12,9.65,False,Medium,False,True,1
0.3,27.32,Evening,False,4.27,1.5,False,,False,False,1
0.57,26.34,Evening,False,4.979549462039274,3.76,True,High,False,True,1
0.51,25.99,Afternoon,True,0.87,7.55,True,Low,,True,1
0.37,22.75,Morning,False,2.6,4.58,True,Low,True,False,0
0.53,30.65,Evening,True,2.7,2.29,False,Low,False,False,1
0.45,29.95,Morning,True,3.96,1.27,False,Medium,False,,1
0.54,26.78,Morning,True,4.46,2.01,False,High,False,True,1
0.39,20.74,Afternoon,True,1.83,3.12,False,,False,True,0
0.73,26.13,Evening,True,3.57,7.72,True,Low,False,False,1
0.89,22.89,Evening,True,3.01,7.79,False,High,,False,0
0.85,24.78,Morning,False,3.45,1.97,False,Medium,,False,0
0.34,34.1,Morning,False,4.55,3.96,False,High,False,False,1
0.52,33.24,Afternoon,False,4.36,2.84,False,Low,,False,1
0.81,22.62,Morning,True,1.85,2.8,True,High,True,False,0
0.54,31.13,Afternoon,False,1.74,9.11,True,High,,True,1
0.34,26.21,Morning,False,4.62,4.05,True,High,False,False,1
0.51,25.52,Morning,False,3.05,6.69,True,Medium,False,False,1
0.49,22.19,Morning,False,0.81,9.24,True,Low,False,True,0
0.4,23.06,Morning,False,1.01,4.62,True,High,True,True,0
0.66,26.69,Evening,False,2.53,7.94,False,,False,,1
0.46,23.81,Morning,True,3.36,2.59,True,Medium,True,False,0
0.3,26.23,Morning,True,2.89,9.56,True,Low,True,True,1
0.33,20.31,Morning,False,0.93,2.54,True,High,False,True,0
0.4,21.4,Evening,False,1.05,7.75,False,Low,True,False,0
0.78,30.84,Evening,True,0.4,2.15,False,High,False,False,1
0.31,31.49,Evening,False,1.97,3.16,True,High,True,True,0
0.57,25.13,Afternoon,True,0.65,3.36,False,,False,True,1
0.39,33.88,Morning,False,4.36,9.47,False,High,,False,0
0.37,34.77,Evening,True,3.34,1.09,True,High,True,False,0
0.55,20.11,Afternoon,False,2.73,4.22,True,High,True,False,1
0.74,23.86,Evening,False,0.89,4.26,False,Medium,False,True,0
0.33,34.3,Afternoon,False,3.62,9.83,False,Medium,False,,0
0.73,27.39,Evening,True,0.63,2.87,True,High,True,True,0
0.38,28.55,Evening,True,3.32,9.36,True,High,False,True,1
0.38,31.34,Morning,False,4.15,5.03,True,Low,False,False,1
0.83,28.73,Morning,False,3.25,8.65,True,,True,True,1
0.7,30.84,Afternoon,True,1.21,7.68,True,Medium,False,True,1
0.41,24.5,Afternoon,False,4.83,1.14,False,Low,True,False,0
0.86,24.33,Afternoon,True,4.58,2.53,False,Low,False,True,0
0.71,33.24,Evening,False,3.18,4.88,False,Medium,True,True,0
0.64,33.88,Evening,True,3.5,8.27,False,Medium,False,True,1
0.86,28.21,Evening,True,0.93,2.59,False,High,True,False,0
0.56,20.3,Evening,True,3.96,4.48,False,High,True,False,1
0.46,26.64,Evening,False,0.78,9.01,True,High,False,False,1
0.7,32.17,Afternoon,True,3.07,5.42,False,High,False,True,1
0.61,26.09,Evening,False,2.95,8.57,False,High,True,,1
0.31,23.17,Afternoon,True,3.7710311659815834,6.6,True,,False,False,1
0.61,33.85,Evening,True,3.11,1.08,False,,False,False,1
0.32,23.69,Morning,False,1.32,1.8,False,Medium,False,True,0
0.66,30.46,Morning,False,4.21,1.89,True,High,True,False,1
0.45,33.98,Evening,True,3.92,5.12,True,Low,False,False,1
0.86,31.6,Evening,False,4.66,9.5,True,Low,False,False,1
0.8,21.79,Afternoon,False,0.7,5.51,True,High,False,True,0
0.73,29.84,Evening,False,4.7,2.34,False,Medium,False,False,0
0.55,28.88,Afternoon,True,4.43,6.40707487564205,True,Medium,True,True,1
0.62,29.9,Afternoon,True,2.21,5.75,False,,False,False,1
0.69,20.61,Afternoon,True,2.46,6.59,True,High,False,True,1
0.65,34.69,Evening,True,1.65,2.91,False,,,False,1
0.63,31.58,Evening,True,1.88,3.6064409353321523,True,Low,False,True,1
0.61,27.42,Evening,True,1.27,4.15,True,Medium,True,True,1
0.35,20.41,Evening,False,2.92,6.57,True,Medium,,True,1
0.84,26.92,Evening,True,4.57,8.89,True,Low,True,True,1
0.57,28.56,Afternoon,False,4.07,8.8,False,High,True,,1
0.81,21.94,Afternoon,True,4.54,2.5,True,High,False,True,0
0.79,21.78,Evening,False,1.64,9.34,False,Medium,False,True,0
0.38,26.34,Afternoon,True,2.84,1.26,False,Medium,False,True,1
0.3,20.9,Morning,True,2.68,7.83,True,Low,True,False,1
0.62,32.19,Afternoon,False,2.25,6.38,True,Low,False,False,1
0.57,33.07,Evening,False,2.89,1.9,False,Low,True,False,1
0.69,28.8,Evening,False,1.951014217065377,3.2,False,Medium,False,,1
0.37,20.4,Morning,True,4.25,1.61,True,,True,False,0
0.47,21.71,Evening,False,3.58,11.766041279212907,True,Medium,False,True,1
0.33,32.91,Morning,False,0.77,2.43,True,,,True,0
0.42,26.78,Evening,True,1.42,5.73,True,Medium,False,True,0
0.32,31.45,Afternoon,False,1.953964182810773,5.09,False,Medium,True,True,0
0.82,31.23,Afternoon,False,4.85,7.56,False,High,False,False,1
0.72,21.64,Morning,False,2.83,9.24,True,Low,True,False,1
0.45,31.41,Afternoon,True,4.224898462822492,1.16,True,Low,True,False,0
0.73,23.22,Evening,True,4.81,1.53,True,Low,False,False,0
0.52,28.17,Evening,True,4.4,8.22,False,High,False,,1
0.45,31.7,Morning,True,3.29,4.91,True,Medium,,False,0
0.85,30.14,Morning,True,4.17,3.47,True,High,True,False,0
0.77,24.07,Evening,False,3.6,2.82,False,Low,True,False,0
0.45,27.78,Morning,False,3.38,1.81,True,Medium,,False,0
0.81,31.36,Afternoon,True,5.066483324484215,1.88,True,Medium,False,False,0
0.3,34.67,Morning,False,4.922056669113094,9.12,True,Low,True,False,1
0.68,29.82,Afternoon,False,2.31,2.25,False,Medium,False,,1
0.59,31.67,Morning,False,1.25,7.92,True,Low,True,False,1
0.9,20.65,Evening,True,4.879384923634589,3.29,True,Medium,False,True,0
0.57,20.08,Evening,False,4.09,1.77,False,High,False,False,1
0.87,20.69,Afternoon,True,1.13,6.01,True,Low,False,False,0
0.59,34.31,Afternoon,True,2.75,8.49,True,Low,False,True,1
0.76,21.29,Morning,True,2.56,9.7,False,Medium,True,True,0
0.83,26.77,Morning,True,0.74,7.08,False,High,False,True,1
0.38,29.62,Morning,False,2.07,7.64,False,High,True,True,0
0.9,21.59,Morning,False,2.87,3.62,True,Medium,False,False,0
0.33,30.71,Afternoon,True,2.041929004939409,1.78,False,Medium,False,False,0
0.64,28.19,Morning,True,3.08,8.23,False,High,True,True,1
0.53,28.81,Evening,True,3.79,9.69,True,Low,False,,1
0.37,32.57,Evening,True,4.48,2.51,False,High,False,True,0
0.51,34.53,Evening,True,2.44,5.72,False,Low,True,False,1
0.51,31.67,Afternoon,True,0.82,9.89,False,Low,False,False,1
0.42,28.51,Morning,False,3.4,3.74,False,,False,True,0
0.76,28.97,Morning,False,2.45,7.71,False,,True,True,0
0.5,21.82,Afternoon,False,3.8,4.27,True,High,False,,0
0.41,21.44,Afternoon,False,3.63,8.11,True,Low,False,True,1
0.73,20.53,Morning,False,1.16,9.32,True,High,,False,0
0.41,25.09,Evening,True,4.59,9.48,False,Medium,True,False,0
0.86,29.62,Evening,False,2.15,7.21,True,Low,False,False,1
0.67,33.76,Morning,True,4.83,6.71,True,,True,False,1
0.76,24.31,Afternoon,False,2.63,4.22,True,High,True,True,0
0.58,29.27,Evening,True,3.9,4.55,True,,False,True,1
0.36,31.16,Morning,False,4.7,8.45,True,High,,False,1
0.55,34.25,Evening,False,0.79,6.64,False,Medium,True,True,1
0.31,30.83,Afternoon,True,4.62,8.27,False,Low,True,False,0
0.87,23.04,Evening,True,3.11,4.05,False,Medium,False,True,0
0.81,28.56,Evening,True,4.8,9.28,True,Medium,False,,1
0.42,25.42,Morning,True,3.73,5.98,False,Medium,True,False,1
0.41,31.45,Afternoon,True,3.75,7.31,False,Low,False,True,0
0.53,28.49,Evening,True,7.581407120101026,3.76,True,High,True,False,1
0.8,32.46,Afternoon,False,3.24,4.4,True,Medium,False,False,0
0.47,27.88,Evening,False,2.53,8.25,False,Medium,,,0
0.35,22.89,Morning,False,1.57,4.04,False,Low,True,,0
0.65,33.31,Morning,True,4.35,7.36,False,Medium,True,True,1
0.68,25.59,Afternoon,False,3.11,3.14,False,Medium,False,True,1
0.34,21.14,Evening,True,3.7,4.27,False,Medium,False,False,0
0.66,24.48,Morning,False,3.71,3.84,True,High,False,True,1
0.31,21.02,Afternoon,True,3.45,8.48,True,Low,False,True,1
0.31,31.59,Morning,False,4.05,5.24,False,Medium,False,True,0
0.79,30.91,Morning,True,2.69,3.36,True,High,,False,0
0.5,25.56,Evening,True,1.45,7.53,True,Medium,True,False,1
0.59,30.9,Morning,False,4.6,4.03,False,High,True,True,1
0.32,26.83,Morning,False,3.92,3.75,False,Medium,True,,0
0.42,31.55,Evening,True,1.25,7.32,False,Low,True,False,0
0.55,31.8,Evening,True,4.84,2.26,False,Medium,False,False,0
0.33,23.2,Evening,True,2.29,6.66,True,Low,False,,1
0.67,34.09,Evening,False,2.41,4.99,False,Medium,,True,1
0.84,32.59,Evening,False,1.86,7.99,False,Low,True,False,0
0.76,24.95,Morning,False,0.88,8.73,True,High,False,True,0
0.51,33.02,Afternoon,False,2.55,2.28,False,High,True,True,1
0.41,26.02,Evening,True,1.21,9.08,False,Low,False,False,0
0.45,28.56,Evening,False,2.64,4.71,False,High,,False,1
0.68,25.99,Evening,False,1.14,8.52,True,Low,False,False,0
0.35,20.87,Afternoon,True,0.52,4.95,True,Medium,True,,0
0.37,29.22,Evening,False,4.38,5.54,False,Low,False,,0
0.83,22.76,Evening,True,4.47,8.54,False,High,True,True,0
0.8,31.9,Evening,True,3.03,2.78,True,High,,True,0
0.66,31.72,Morning,True,0.55,2.59,False,High,True,False,1
0.89,21.11,Afternoon,True,2.1,8.38,False,Medium,True,False,0
0.34,25.66,Morning,True,4.37,5.57,True,High,True,False,1
0.73,33.48,Morning,True,3.36,10.193914730813377,True,Low,False,False,1
0.43,26.13,Afternoon,True,4.62,9.16,True,Low,False,False,1
0.46,26.65,Morning,True,4.08,8.5,True,Medium,,False,1
0.64,31.92,Afternoon,False,0.58,6.27,True,Medium,True,True,1
0.74,34.06,Evening,True,3.68,5.17,False,Low,False,False,0
0.39,33.16,Evening,True,4.59,5.537143651143934,False,Low,True,True,0
0.55,28.45,Afternoon,True,2.19,7.55,False,Medium,True,False,1
0.81,28.85,Evening,False,4.42,7.3,False,Low,False,False,0
0.34,32.38,Morning,False,3.11,4.59,False,Medium,False,True,0
0.77,31.56,Evening,True,0.93,7.81,True,High,False,True,0
0.43,29.35,Afternoon,False,3.87,1.92,False,Medium,False,,0
0.55,24.33,Afternoon,True,1.73,8.49,False,Low,,True,1
0.89,21.76,Afternoon,True,4.15,1.21,False,Medium,False,True,0
0.4,26.5,Evening,True,4.265311887124047,6.13,False,Low,,False,0
0.63,34.04,Evening,False,4.46,7.25,False,High,True,False,1
0.33,31.79,Morning,False,3.87,9.98,False,Medium,True,True,0
0.69,31.42,Morning,False,4.54,3.97,False,Low,True,True,1
0.31,23.8,Morning,True,4.9,8.73,True,Low,,True,1
0.48,29.73,Morning,True,4.1,1.71,False,Low,False,True,1
0.55,24.0,Morning,False,2.02,4.43,True,Low,True,False,1
0.57,28.8,Afternoon,True,1.29,6.92,True,Low,,False,1
0.44,22.67,Afternoon,False,4.13,2.79,True,Medium,False,,0
0.87,23.18,Afternoon,True,3.21,3.28,True,Low,False,False,0
0.37,31.55,Morning,True,2.26,3.48,False,Medium,True,True,0
0.41,34.31,Evening,False,0.97,9.16,True,High,False,True,0
0.55,25.19,Evening,False,4.69,5.28,False,Low,,False,1
0.73,26.27,Morning,False,4.57,1.97,True,Low,True,False,0
0.38,34.25,Morning,True,1.72,5.75,False,Medium,,False,0
0.39,27.03,Afternoon,True,0.55,3.79,True,Medium,False,True,1
0.78,21.95,Evening,False,2.42,6.55,False,Low,False,False,0
0.34,24.38,Evening,False,2.47,5.7,False,Low,True,True,0
0.33,32.65,Afternoon,True,3.2,17.309911642017287,True,Low,False,True,1
0.74,29.28,Evening,True,1.9,8.04,False,Low,True,False,0
0.3,26.27,Afternoon,True,3.91,6.87,True,,True,,1
0.79,22.26,Morning,True,1.15,2.0,True,Low,True,False,0
0.62,23.58,Evening,False,1.8,9.39,False,Medium,False,,1
0.42,31.62,Morning,True,4.17,9.26,True,High,True,False,1
0.86,23.78,Evening,False,4.28,1.67,True,High,True,False,0
0.58,30.03,Morning,True,2.3971202612976947,7.08,True,,True,False,1
0.34,20.83,Evening,True,4.22,6.268542414780712,False,Low,True,False,0
0.68,31.4,Morning,True,1.11,3.58,False,Medium,False,False,1
0.6,30.71,Afternoon,False,1.61,6.77,True,Medium,False,True,1
0.31,24.2,Evening,False,2.68,4.63,True,,False,True,0
0.83,21.97,Afternoon,True,0.86,6.94,True,High,True,False,0
0.8,22.87,Afternoon,True,0.63,2.46,True,Low,True,True,0
0.34,21.77,Morning,True,4.35,6.26,False,High,True,False,0
0.52,21.51,Afternoon,True,2.3,9.26,False,Low,True,True,1
0.75,25.33,Evening,False,2.62,4.52,True,,True,True,0
0.62,29.59,Afternoon,True,3.35,3.59,False,Low,True,,1
0.61,25.7,Morning,False,2.37,8.07,True,Low,True,,1
0.77,30.74,Morning,False,4.41,8.42,True,Low,,True,1
0.61,28.89,Afternoon,True,4.58,6.8,True,Low,,False,1
0.88,31.9,Afternoon,True,1.85,5.01,True,Medium,True,False,0
0.79,28.44,Afternoon,False,4.75,3.56,False,High,False,True,0
0.87,29.36,Afternoon,True,1.46,8.57,False,Low,False,False,1
0.67,24.14,Evening,True,1.63,5.64,True,Medium,True,False,1
0.69,31.49,Morning,True,2.5,7.78,True,High,True,True,1
0.81,25.07,Evening,False,3.44,4.43,False,,False,True,0
0.69,22.2,Evening,False,2.13,2.1,False,High,False,True,1
0.4,27.07,Evening,False,0.5,7.81,True,High,False,False,1
0.62,20.15,Morning,False,0.73,7.45,True,Low,False,False,1
0.35,22.04,Afternoon,True,2.08,1.72,True,Low,True,False,0
0.87,28.43,Evening,True,1.51,8.52,True,Medium,True,True,0
0.78,32.37,Morning,True,1.82,5.27,False,Medium,True,False,0
0.53,29.57,Evening,True,0.75,4.606100593680928,True,Medium,False,False,1
0.76,33.01,Afternoon,True,2.55,8.51,False,Medium,False,False,0
0.55,25.03,Morning,False,1.37,5.78,False,High,False,,1
0.49,28.09,Evening,True,4.89,6.06,False,Low,False,False,0
0.42,29.61,Evening,False,2.54,7.8,False,High,False,False,1
0.35,21.47,Afternoon,True,1.7253707496539603,3.95,False,Medium,False,True,0
0.67,27.57,Afternoon,True,4.41,8.74,False,,False,True,1
0.8,27.77,Morning,False,2.72,8.31,False,High,False,True,0
0.38,29.35,Morning,True,2.55,8.54,False,Low,True,False,1
0.8,27.54,Morning,False,1.61,2.39,True,High,False,True,0
0.42,25.36,Evening,True,4.46,5.66,True,Low,True,,1
0.65,28.53,Evening,False,1.62,1.82,True,,False,False,1
0.64,23.07,Evening,False,2.18,7.33,False,Low,False,False,1
0.37,22.48,Evening,True,4.32,2.36,False,Medium,True,True,0
0.45,34.33,Morning,True,3.82,3.02,False,Medium,True,False,0
0.31,33.95,Morning,False,3.16,5.38,True,Medium,True,True,1
0.36,21.39,Afternoon,False,3.17,2.17,False,High,False,True,0
0.71,24.92,Morning,True,4.52,4.46,False,,True,True,0
0.62,25.64,Afternoon,True,1.25,6.77,False,Medium,True,False,1
0.83,30.37,Evening,False,1.59,8.68,True,Low,True,True,0
0.86,25.32,Morning,True,3.370812147753354,4.1,False,High,True,,1
0.69,22.78,Afternoon,False,4.06,3.54,True,High,True,False,1
0.43,29.78,Morning,False,2.52,9.98,True,Low,False,False,1
0.38,28.59,Evening,False,3.91,9.59,False,High,False,False,1
0.41,34.03,Evening,False,4.65,4.21,False,Medium,False,True,0
0.51,23.89,Evening,True,1.93,9.99,True,Low,True,True,1
0.43,32.19,Morning,False,0.87,4.21,True,Medium,False,False,0
0.51,22.29,Afternoon,True,0.65,1.68,False,Medium,True,,1
0.74,26.23,Evening,False,1.17,5.62,False,Medium,,False,0
0.46,27.23,Morning,False,3.92,5.82,False,Low,False,True,0
0.67,25.02,Morning,False,3.67,1.1,True,,True,False,1
0.81,28.99,Morning,False,2.92,8.67,False,High,True,False,0
0.38,20.71,Afternoon,True,2.34,7.89,False,Low,True,False,0
0.61,32.27,Afternoon,False,1.9,4.09,True,Medium,True,False,1
0.89,23.6,Evening,False,1.18,3.4,False,Medium,True,True,0
0.37,24.41,Evening,True,4.83,5.82,False,High,,False,1
0.69,32.53,Afternoon,False,0.95,7.02,True,Low,False,True,1
0.47,28.12,Morning,False,4.57,4.89,False,High,True,False,0
0.43,26.18,Morning,False,2.63,6.25,False,,False,True,0
0.81,20.35,Afternoon,True,2.98,2.44,False,Medium,True,False,0
0.54,23.75,Afternoon,True,3.61,2.68,False,,True,,1
0.87,27.28,Afternoon,False,2.36,5.84,False,Low,,False,0
0.57,34.12,Morning,False,0.56,5.35,False,High,True,True,1
0.41,27.84,Afternoon,True,3.36,3.37,True,High,,True,1
0.42,25.29,Afternoon,False,4.58,2.99,True,Low,False,True,0
0.67,24.18,Evening,False,3.38,8.49,False,Medium,False,True,1
0.41,31.94,Morning,False,4.05,1.1,True,Low,False,False,0
0.9,21.83,Afternoon,True,2.65,9.02,False,High,False,True,0
0.35,24.0,Afternoon,False,2.77,4.51,True,Medium,True,True,0
0.85,21.56,Evening,False,2.58,4.65,True,High,True,True,0
0.31,30.59,Morning,False,3.0,7.07,False,Low,False,False,0
0.49,32.82,Afternoon,True,2.76,5.64,False,Medium,True,True,0
0.84,31.32,Morning,False,3.58,9.45,True,High,True,,1
0.48,28.23,Evening,False,1.26,16.44735378698138,False,,False,False,1
0.49,22.32,Evening,False,2.41,2.68,False,High,True,False,0
0.45,31.26,Morning,True,4.08,8.84,False,Low,False,False,0
0.75,26.27,Evening,False,1.89,8.91,True,Medium,True,True,0
0.64,34.47,Afternoon,True,0.96,5.27,True,Low,True,False,1
0.72,25.79,Evening,True,2.4864135107931586,2.38,False,Low,,True,0
0.75,31.69,Morning,True,3.66,9.43,False,High,False,,0
0.4,24.4,Morning,True,2.94,9.92,False,Medium,True,True,0
0.71,24.74,Morning,True,4.29,4.35,True,,False,True,0
0.39,32.29,Afternoon,True,3.76,1.62,False,Medium,True,False,0
0.46,20.65,Morning,False,2.7814519384609686,2.39,False,Medium,True,True,0
0.44,29.39,Morning,False,2.7,5.87,False,Low,False,False,0
0.9,32.71,Afternoon,True,3.55,3.58,True,Medium,False,True,0
0.44,32.9,Afternoon,False,1.2,4.61,False,Low,False,True,0
0.56,28.82,Afternoon,False,1.1,5.35,True,Medium,,True,1
0.69,29.89,Afternoon,True,0.8781255898684642,1.25,False,High,False,True,0
0.89,26.16,Afternoon,False,3.56,5.91,False,High,False,True,0
0.76,32.44,Afternoon,False,3.57,1.73,False,,False,False,0
0.77,34.97,Afternoon,True,3.85,7.31,True,Medium,True,True,1
0.82,21.37,Evening,False,2.53,8.26,False,Low,False,False,0
0.79,33.63,Afternoon,False,4.14,8.37,False,High,False,False,1
0.49,31.79,Afternoon,True,1.83,7.13,False,High,False,True,0
0.71,24.83,Evening,True,1.0,1.04,True,High,False,False,1
0.61,22.99,Afternoon,True,2.48,2.2,False,High,True,,1
0.83,28.06,Afternoon,True,6.721320805394946,7.49,True,Low,True,True,1
0.52,28.69,Evening,True,2.57,8.19,False,Medium,True,False,1
0.89,24.52,Morning,False,2.53,5.34,False,Medium,True,False,0
0.43,25.87,Evening,False,2.72,7.96,True,Medium,False,,1
0.79,22.22,Evening,False,0.98,9.45,False,Low,False,False,0
0.67,23.27,Evening,False,0.65,7.8,False,Low,True,False,1
0.77,30.14,Afternoon,False,1.6,4.44,True,Low,False,True,0
0.48,32.81,Evening,True,3.43,8.56,False,Medium,False,,0
0.88,34.39,Evening,True,3.9676988543691762,4.61,True,Low,False,False,0
0.49,22.55,Evening,True,2.0,13.85006457737244,True,Medium,True,True,0
0.45,28.57,Evening,True,2.29,7.15,False,High,False,False,1
0.85,21.44,Evening,True,0.91,6.23,False,,False,False,1
0.58,26.13,Afternoon,False,2.02,8.85,True,Medium,False,False,1
0.72,25.09,Afternoon,True,2.46,5.96,False,High,True,,1
0.35,34.51,Evening,False,1.76,9.99,False,Low,False,,0
0.38,25.39,Morning,False,4.77,3.6,False,High,False,True,0
0.58,25.48,Evening,True,2.84,7.34,False,High,True,False,1
0.4,25.23,Evening,True,2.66,8.952482003881505,True,High,False,True,1
0.73,20.51,Morning,False,2.27,2.67,False,Medium,False,True,0
0.88,23.39,Afternoon,False,3.67,2.14,False,Medium,False,True,0
0.41,22.95,Afternoon,False,4.22,2.3,True,High,False,True,0
0.42,34.43,Afternoon,False,2.62,5.68,True,,False,False,1
0.77,30.76,Evening,True,2.67,5.85,False,Low,True,True,0
0.44,23.11,Morning,True,2.38,7.74,True,Medium,False,True,1
0.9,22.63,Afternoon,False,4.51,2.0988095183734528,False,Medium,False,False,0
0.64,30.79,Evening,False,0.69,4.96,False,Low,,False,1
0.67,31.08,Evening,True,2.56,2.55,True,Medium,True,True,1
0.59,32.31,Evening,False,2.32,4.182607856118584,True,Low,False,True,1
0.89,30.38,Evening,False,3.71,3.26,False,,True,True,0
0.41,22.1,Evening,False,2.12,7.69,False,,True,True,0
0.57,28.05,Afternoon,True,4.74,2.2,True,Medium,True,True,1
0.83,20.76,Morning,False,2.72,1.13,True,Medium,False,False,0
